Status,Number,Species,Subgenus,Family,Subfamily,Life history notes,Conservation status,Reference,Plant Foraging Habits,Link to Plant Data,Habitat Details,Link to Habitat Details
Y,292,Lasioglossum perpunctatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",declining in Northeast,Bartomeus et al. 2013,"Zizia aurea @ AMNH_BEE (1)
Apocynum androsaemifolium @ AMNH_BEE (1)
Apocynum cannabinum @ AMNH_BEE (1)
Antennaria @ AMNH_BEE (1)
Centaurea jacea @ AMNH_BEE (1)
Chrysopsis @ AMNH_BEE (1)
Cirsium undulatum @ AMNH_BEE (2)
Erigeron philadelphicus @ AMNH_BEE (11)
Grindelia squarrosa @ AMNH_BEE (8)
Hieracium @ CUIC_ENT (1)
Lactuca pulchella @ AMNH_BEE (14)
Leucanthemum vulgare @ CUIC_ENT (1)
Nothocalais cuspidata @ AMNH_BEE (1)
Packera cana @ AMNH_BEE (1)
Ratibida columnifera @ AMNH_BEE (1)
Rudbeckia hirta @ CUIC_ENT (1)
Senecio integerrimus @ AMNH_BEE (3)
Solidago canadensis @ AMNH_BEE (1)
Solidago gigantea @ AMNH_BEE (1)
Solidago @ CUIC_ENT (1); AMNH_BEE (1)
Sonchus arvensis @ AMNH_BEE (12); CUIC_ENT (1)
Symphyotrichum lanceolatum @ AMNH_BEE (1)
Taraxacum officinale @ AMNH_BEE (12)
Taraxacum @ AMNH_BEE (1)
Hydrophyllum virginianum @ AMNH_BEE (2)
Hydrophyllum @ AMNH_BEE (1)
Brassica rapa @ AMNH_BEE (1)
Capsella bursa-pastoris @ AMNH_BEE (8)
Erysimum asperum @ AMNH_BEE (1)
Erysimum capitatum @ AMNH_BEE (2)
Erysimum @ AMNH_BEE (2)
Sisymbrium altissimum @ AMNH_BEE (1)
Cuscuta gronovii @ AMNH_BEE (3)
Cornus sericea @ CUIC_ENT (1)
Amorpha canescens @ AMNH_BEE (1)
Melilotus officinalis @ CUIC_ENT (1)
Hypericum perforatum @ CUIC_ENT (2)
Agastache nepetoides @ AMNH_BEE (1)
Dracocephalum parviflorum @ AMNH_BEE (1)
Linum rigidum @ AMNH_BEE (1)
Fallopia convolvulus @ AMNH_BEE (4)
Pulsatilla @ AMNH_BEE (1)
Ranunculus septentrionalis @ AMNH_BEE (1)
Argentina anserina @ AMNH_BEE (2)
Fragaria @ AMNH_BEE (1)
Malus malus @ AMNH_BEE (1)
Potentilla arguta @ AMNH_BEE (1)
Potentilla @ AMNH_BEE (4)
Prunus americana @ AMNH_BEE (1)
Rubus deliciosus @ AMNH_BEE (6)
Sorbaria sorbifolia @ CUIC_ENT (2)
Salix @ AMNH_BEE (4)
Comandra pallida @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+perpunctatum,,
Y,293,Lasioglossum pilosum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",declining in Northeast,Bartomeus et al. 2013,"Rhus copallina @ UCMS_ENT (5)
Rhus glabra @ AMNH_BEE (12)
Apocynum @ UCRC_ENT (1)
Asclepias amplexicaulis @ AMNH_BEE (1)
Asclepias incarnata @ AMNH_BEE (1)
Asclepias syriaca @ UCMS_ENT (3); AMNH_BEE (14)
Asclepias @ AMNH_BEE (1)
Ilex @ UCMS_ENT (1)
Achillea millefolium @ UCMS_ENT (25)
Anthemis cotula @ UCMS_ENT (12)
Anthemis @ AMNH_BEE (1)
Aster sp @ UCMS_ENT (1)
Bidens bipinnata @ AMNH_BEE (1)
Cichorium intybus @ UCMS_ENT (7)
Cirsium arvense @ AMNH_BEE (1)
Cirsium sp @ UCMS_ENT (1)
Cirsium vulgare @ UCMS_ENT (2)
Conyza canadensis @ AMNH_BEE (2)
Heterotheca subaxillaris @ AMNH_BEE (1)
Hieracium caespitosum @ UCMS_ENT (3)
Hypochaeris radicata @ UCMS_ENT (2)
Leucanthemum vulgare @ UCMS_ENT (45); AMNH_BEE (1)
Pityopsis falcata @ UCMS_ENT (2)
Pluchea odorata @ UCMS_ENT (5)
Solidago rugosa @ UCMS_ENT (1)
Solidago tenuifolia @ UCMS_ENT (1)
Solidago @ AMNH_BEE (5); UCMS_ENT (2)
Tanacetum vulgare @ UCMS_ENT (4)
Taraxacum campylodes @ UCMS_ENT (3)
Taraxacum @ AMNH_BEE (2)
Barbarea vulgaris @ UCMS_ENT (6)
Brassica @ UCMS_ENT (3)
Lepidium campestre @ AMNH_BEE (1)
Raphanus raphanistrum @ UCMS_ENT (19)
Raphanus sativus @ UCMS_ENT (1)
Triodanis perfoliata @ AMNH_BEE (1)
Canna @ AMNH_BEE (5)
Lonicera sp @ UCMS_ENT (1)
Stellaria graminea @ UCMS_ENT (3)
Convolvulus sepium @ UCMS_ENT (9); AMNH_BEE (2)
Cucurbita maxima @ UCMS_ENT (1)
Calluna vulgaris @ UCMS_ENT (1)
Lathyrus japonicus @ UCMS_ENT (3)
Medicago sativa @ BBSL__BBSLID (1)
Melilotus @ AMNH_BEE (1)
Trifolium repens @ UCMS_ENT (2)
Gladiolus @ AMNH_BEE (4)
Iris versicolor @ UCMS_ENT (1)
Lycopus sp @ UCMS_ENT (3)
Mentha piperita @ UCMS_ENT (1)
Monarda punctata @ AMNH_BEE (1)
Chamerion angustifolium @ AMNH_BEE (3)
Glaucium flavum @ UCMS_ENT (3)
Passiflora incarnata @ AMNH_BEE (1)
Phytolacca americana @ UCMS_ENT (1)
Limonium carolinianum @ UCMS_ENT (5)
Phlox sp @ UCMS_ENT (1)
Persicaria bungeana @ UCMS_ENT (2)
Persicaria hydropiper @ UCMS_ENT (4)
Polygonum @ UCMS_ENT (1)
Ranunculus bulbosus @ UCMS_ENT (4)
Ranunculus @ UCMS_ENT (4)
Ceanothus americanus @ AMNH_BEE (4)
Fragaria virginiana @ AMNH_BEE (3)
Potentilla canadensis @ AMNH_BEE (1)
Prunus virginiana @ AMNH_BEE (4)
Prunus @ AMNH_BEE (1)
Rosa rugosa @ UCMS_ENT (7)
Rubus flagellaris @ UCMS_ENT (1)
Rubus @ UCMS_ENT (1)
Spiraea sp @ UCMS_ENT (1)
Salix @ AMNH_BEE (1)
Penstemon angustifolius @ BBSL (6)
Penstemon grandiflorus @ BBSL (1)
Nicandra physalodes @ AMNH_BEE (2)
Asteraceae @ I_JSA (2)
apple @ NLA (4)
blueberry @ NLA (10)
caneberry @ NLA (47)
cucurbit @ NLA (336)
strawberry @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+pilosum,,
Y,294,Lasioglossum planatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",rare,"J.Gibbs, 2011","Rhus glabra @ AMNH_BEE (1)
",https://www.discoverlife.org/mp/20o?search=Lasioglossum+planatum,,
Y,295,Lasioglossum platyparium,Dialictus,Halictidae,Halictinae,socially parasitic,,"Gibbs et al., 2012",--,--,,
Y,296,Lasioglossum quebecense,Sphecodogastra,Halictidae,Halictinae,"ground nesting, solitary",,,"Allium cepa @ CUIC_ENT (3)
Rhus typhina @ CUIC_ENT (1)
Aster lateriflorus @ CUIC_ENT (3)
Cichorium intybus @ CUIC_ENT (1)
Erigeron @ CUIC_ENT (1)
Eupatorium maculatum @ CUIC_ENT (1)
Eurybia macrophylla @ CUIC_ENT (3)
Gutierrezia sarothrae @ AMNH_BEE (2)
Helianthus @ CUIC_ENT (1)
Solidago graminifolia @ CUIC_ENT (1)
Solidago @ CUIC_ENT (4)
Sonchus arvensis @ CUIC_ENT (3)
Taraxacum campylodes @ CUIC_ENT (21)
Taraxacum namaensis @ CUIC_ENT (1)
Tussilago farfara @ CUIC_ENT (5)
Tussilago @ CUIC_ENT (1)
Berberis @ CUIC_ENT (1)
Barbarea vulgaris @ CUIC_ENT (106)
Cardamine concatenata @ CUIC_ENT (2)
Abelia chinensis @ CUIC_ENT (1)
Cornus alba @ CUIC_ENT (1)
Cornus stolonifera @ CUIC_ENT (5)
Cucumis sativus @ AMNH_BEE (1)
Ledum groenlandicum @ CUIC_ENT (1)
Lyonia ligustrina @ CUIC_ENT (1)
Rhododendron @ I_JSA (2)
Vaccinium sp @ CUIC_ENT (6)
Vaccinium stamineum @ CUIC_ENT (2)
Vaccinium @ CUIC_ENT (37)
Medicago sativa @ CUIC_ENT (1)
Melilotus officinalis @ CUIC_ENT (2)
Erythronium americanum @ CUIC_ENT (1)
Epilobium anagallidifolium @ AMNH_BEE (1)
Triphora trianthophora @ CUIC_ENT (4)
Fagopyrum esculentum @ CUIC_ENT (3)
Claytonia virginica @ I_JSA (1)
Amelanchier arborea @ CUIC_ENT (1)
Amelanchier sp @ CUIC_ENT (1)
Aruncus aruncus @ CUIC_ENT (1); AMNH_BEE (3)
Malus domestica @ CUIC_ENT (1)
Potentilla recta @ CUIC_ENT (2)
Prunus @ CUIC_ENT (3)
Rubus sp @ CUIC_ENT (3)
Rubus @ CUIC_ENT (7)
Spiraea @ CUIC_ENT (6)
Salix sp @ CUIC_ENT (3)
Salix @ CUIC_ENT (14)
apple @ NLA (1)
blueberry @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+quebecense,,
Y,297,Lasioglossum rohweri,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,Giles & Ascher 2006,"Crepis capillaris @ BBSL (1)
Taraxacum officinale @ BBSL (2)
Amianthium muscitoxicum @ BBSL (1)
",https://www.discoverlife.org/mp/20o?search=Lasioglossum+rohweri,,
Y,298,Lasioglossum rozeni,Dialictus,Halictidae,Halictinae,socially parasitic,,"Gibbs et al., 2012",--,--,,
Y,299,Lasioglossum smilacinae,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Daucus carota @ CUIC_ENT (1)
Apocynum androsaemifolium @ CUIC_ENT (2)
Leucanthemum vulgare @ CUIC_ENT (1); AMNH_BEE (3)
Solidago @ AMNH_BEE (1); CUIC_ENT (8)
Taraxacum campylodes @ CUIC_ENT (2)
Brassica rapa @ UCMS_ENT (1)
Brassica sp @ UCMS_ENT (2)
Brassica @ CUIC_ENT (1)
Melilotus officinalis @ CUIC_ENT (1)
Trifolium hybridum @ CUIC_ENT (2)
Ocimum basilicum @ UCMS_ENT (1)
Malus zumi @ CUIC_ENT (1)
Potentilla recta @ CUIC_ENT (1)
Prunus americana @ AMNH_BEE (1)
Salix atrocinerea @ AMNH_BEE (2)
Salix humilis @ AMNH_BEE (228)
Salix @ CUIC_ENT (9); AMNH_BEE (7)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+smilacinae,,
Y,300,Lasioglossum sopinci,Hemihalictus,Halictidae,Halictinae,"ground nesting, solitary",,,???,https://www.discoverlife.org/mp/20o?search=Lasioglossum+sopinci,,
Y,301,Lasioglossum subviridatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Ilex verticillata @ AMNH_BEE (4)
Solidago rugosa @ AMNH_BEE (1)
Solidago sp @ AMNH_BEE (1)
Berberis thunbergii @ AMNH_BEE (1)
Vaccinium sp @ AMNH_BEE (2)
Plantago @ AMNH_BEE (4)
Veronica officinalis @ AMNH_BEE (2)
Amelanchier sp @ AMNH_BEE (2)
",https://www.discoverlife.org/mp/20o?search=Lasioglossum+subviridatum,,
Y,302,Lasioglossum tegulare,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Viburnum dentatum @ UCMS_ENT (1)
Viburnum @ AMNH_BEE (3)
Asclepias syriaca @ UCMS_ENT (2)
Anthemis cotula @ UCMS_ENT (2)
Bidens pilosa @ BBSL (1)
Erigeron sp @ UCMS_ENT (3)
Helenium flexuosum @ BBSL (1)
Solidago rugosa @ AMNH_BEE (1); UCMS_ENT (1)
Solidago tenuifolia @ UCMS_ENT (1)
Lesquerella filiformis @ AMNH_BEE (12)
Raphanus raphanistrum @ UCMS_ENT (1)
Calluna vulgaris @ UCMS_ENT (1)
Lyonia @ AMNH_BEE (1)
Vaccinium corymbosum @ AMNH_BEE (29)
Baptisia tinctoria @ AMNH_BEE (2)
Baptisia @ AMNH_BEE (2)
Tephrosia virginiana @ AMNH_BEE (1)
Monarda @ AMNH_BEE (1)
Lysimachia ciliata @ AMNH_BEE (1)
Ranunculus bulbosus @ BBSL (1)
Ceanothus americanus @ NDB (1)
Prunus maritima @ AMNH_BEE (3)
Rosa rugosa @ UCMS_ENT (1)
Rubus sp @ UCMS_ENT (1)apple @ NLA (9)
blueberry @ NLA (17)
caneberry @ NLA (54)
cucurbit @ NLA (238)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+tegulare,,
Y,303,Lasioglossum timothyi,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Vaccinium corymbosum @ AMNH_BEE (4)
Rubus spp @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+timothyi,,
Y,304,Lasioglossum trigeminum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Taraxacum campylodes @ AMNH_BEE (2)
Barbarea vulgaris @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+trigeminum,,
Y,305,Lasioglossum truncatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",declining in Northeast,Bartomeus et al. 2013,"Allium cepa @ CUIC_ENT (1)
Daucus carota @ CUIC_ENT (2)
Apocynum androsaemifolium @ CUIC_ENT (10)
Cichorium intybus @ CUIC_ENT (1)
Erigeron strigosus @ CUIC_ENT (2)
Eurybia macrophylla @ CUIC_ENT (3)
Solidago @ AMNH_BEE (2); CUIC_ENT (7)
Taraxacum campylodes @ CUIC_ENT (3)
Barbarea vulgaris @ CUIC_ENT (23)
Barbarea @ CUIC_ENT (1)
Brassica @ CUIC_ENT (14)
Lesquerella filiformis @ AMNH_BEE (1)
Buxus microphylla @ CUIC_ENT (1)
Campanula rapunculoides @ CUIC_ENT (1)
Canna @ AMNH_BEE (1)
Cornus stolonifera @ CUIC_ENT (5)
Rhododendron mucronulatum @ CUIC_ENT (1)
Vaccinium @ CUIC_ENT (1)
Lotus corniculatus @ CUIC_ENT (1)
Medicago sativa @ CUIC_ENT (5)
Hypericum perforatum @ CUIC_ENT (1)
Oenothera speciosa @ CUIC_ENT (4)
Oenothera @ CUIC_ENT (2)
Fagopyrum esculentum @ CUIC_ENT (3)
Ranunculus septentrionalis @ CUIC_ENT (1)
Ranunculus @ CUIC_ENT (1)
Amelanchier arborea @ CUIC_ENT (1)
Malus @ CUIC_ENT (4)
Potentilla recta @ CUIC_ENT (11)
Prunus cerasus @ CUIC_ENT (1)
Prunus triloba @ AMNH_BEE (1)
Rosa carolina @ CUIC_ENT (2)
Rosa @ AMNH_BEE (1)
Spiraea latifolia @ CUIC_ENT (2)
Spiraea @ CUIC_ENT (3)
Salix @ AMNH_BEE (2); CUIC_ENT (23)
caneberry @ NLA (2)
cucurbit @ NLA (1)
strawberry @ NLA (4) Melilotus officinalis @ CUIC_ENT (29)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+truncatum,,
Y,306,Lasioglossum versans,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Allium stellatum @ AMNH_BEE (5)
Cryptotaenia canadensis @ AMNH_BEE (2)
Zizia aurea @ AMNH_BEE (11)
Apocynum androsaemifolium @ AMNH_BEE (1)
Ilex opaca @ AMNH_BEE (1)
Anaphalis margaritacea @ AMNH_BEE (1)
Antennaria @ AMNH_BEE (1)
Aster @ AMNH_BEE (1)
Centaurea jacea @ AMNH_BEE (1)
Erigeron philadelphicus @ AMNH_BEE (4)
Grindelia squarrosa @ AMNH_BEE (1)
Lactuca pulchella @ AMNH_BEE (1)
Solidago canadensis @ AMNH_BEE (1)
Solidago gigantea @ AMNH_BEE (1)
Solidago @ AMNH_BEE (1)
Symphyotrichum lanceolatum @ AMNH_BEE (4)
Taraxacum campylodes @ AMNH_BEE (1)
Taraxacum officinale @ AMNH_BEE (11)
Hydrophyllum virginianum @ AMNH_BEE (2)
Barbarea vulgaris @ UCMS_ENT (1)
Lyonia ligustrina @ UCMS_ENT (1)
Vaccinium corymbosum @ AMNH_BEE (2)
Vaccinium sp @ BBSL (1)
Melilotus officinalis @ AMNH_BEE (17)
Ribes americanum @ AMNH_BEE (1)
Ribes setosum @ AMNH_BEE (1)
Linum usitatissimum @ AMNH_BEE (1)
Clematis virginiana @ AMNH_BEE (1)
Potentilla arguta @ AMNH_BEE (1)
Rosa blanda @ AMNH_BEE (1)
Rosa rugosa @ AMNH_BEE (1)
Rubus strigosus @ AMNH_BEE (1)
Astilbe @ AMNH_BEE (1)
Scrophularia lanceolata @ AMNH_BEE (1)
Verbena urticaefolia @ AMNH_BEE (1)
Verbena urticifolia @ AMNH_BEE (1)
cucurbit @ NLA (2)
",https://www.discoverlife.org/mp/20o?search=Lasioglossum+versans,,
Y,307,Lasioglossum versatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Viburnum @ AMNH_BEE (5)
Daucus carota @ BBSL (1); UCMS_ENT (2); CUIC_ENT (15)
Asclepias syriaca @ AMNH_BEE (3)
Asclepias @ UCMS_ENT (1); AMNH_BEE (1)
Aster sp @ AMNH_BEE (1)
Chrysanthemum leucanthemum @ UCMS_ENT (2)
Cichorium intybus @ CUIC_ENT (3)
Cirsium @ AMNH_BEE (5)
Erigeron @ CUIC_ENT (2)
Eupatorium fistulosum @ BBSL (1)
Euthamia graminifolia @ CUIC_ENT (1)
Hieracium sp @ AMNH_BEE (1)
Leucanthemum vulgare @ UCMS_ENT (1); CUIC_ENT (1)
Rudbeckia hirta @ CUIC_ENT (2)
Solidago juncea @ CUIC_ENT (2)
Solidago rugosa @ UCMS_ENT (1)
Solidago sp @ AMNH_BEE (1)
Solidago @ CUIC_ENT (1)
Taraxacum campylodes @ CUIC_ENT (2)
Barbarea vulgaris @ CUIC_ENT (4); UCMS_ENT (1)
Brassica rapa @ UCMS_ENT (3)
Lesquerella filiformis @ AMNH_BEE (13)
Platycodon @ AMNH_BEE (1)
Cornus stolonifera @ CUIC_ENT (9)
Vaccinium corymbosum @ AMNH_BEE (35)
Vaccinium @ CUIC_ENT (4)
Baptisia tinctoria @ AMNH_BEE (52)
Trifolium hybridum @ CUIC_ENT (3)
Hypericum perforatum @ UCMS_ENT (1)
Ligustrum vulgare @ UCMS_ENT (2)
Penstemon digitalis @ AMNH_BEE (1)
Polygonum cuspidatum @ UCMS_ENT (2)
Ranunculus bulbosus @ UCMS_ENT (1)
Ranunculus @ UCMS_ENT (1)
Fragaria virginiana @ CUIC_ENT (1)
Malus pumila @ CUIC_ENT (4)
Malus @ AMNH_BEE (2)
Potentilla recta @ CUIC_ENT (19)
Potentilla sp @ AMNH_BEE (10)
Salix atrocinerea @ AMNH_BEE (4)
Salix humilis @ CUIC_ENT (16); AMNH_BEE (26)
Salix @ AMNH_BEE (8); CUIC_ENT (6)
apple @ NLA (1)
blueberry @ NLA (9)
caneberry @ NLA (54)
cucurbit @ NLA (118)
strawberry @ NLA (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+versatum,,
Y,308,Lasioglossum vierecki,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Pityopsis falcata @ AMNH_BEE (1)
Solidago @ AMNH_BEE (1); CUIC_ENT (1)
Calluna vulgaris @ UCMS_ENT (1)
Dalea candida @ AMNH_BEE (7)
Monarda punctata @ AMNH_BEE (6)
Ceanothus americanus @ AMNH_BEE (5); NDB (3)
Crataegus @ CUIC_ENT (1)
Potentilla pumila @ AMNH_BEE (2)
Rosa @ AMNH_BEE (1)
Rubus @ CUIC_ENT (2)
Diodia teres @ AMNH_BEE (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+vierecki,,
Y,309,Lasioglossum viridatum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Solidago sempervirens @ UCMS_ENT (1)
Solidago @ AMNH_BEE (1)
Sonchus arvensis @ UCMS_ENT (1)
Taraxacum campylodes @ AMNH_BEE (1)
Penstemon digitalis @ AMNH_BEE (1)
Limonium carolinianum @ UCMS_ENT (1)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+viridatum,,
Y,310,Lasioglossum weemsi,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Celosia spicata @ UCMS_ENT (1)
Anethum graveolens @ AMNH_BEE (1)
Taraxacum campylodes @ UCMS_ENT (1)
Brassica oleracea @ UCMS_ENT (1)
Brassica rapa @ UCMS_ENT (1)
Brassica sp @ UCMS_ENT (1)
Capsella bursa-pastoris @ AMNH_BEE (1)
Convolvulus sepium @ AMNH_BEE (1)
Agastache foeniculum @ UCMS_ENT (1)
Mentha spicata @ UCMS_ENT (1)
Origanum vulgare @ UCMS_ENT (1)
Antirrhinum majus @ UCMS_ENT (3)
",https://www.discoverlife.org/mp/20o?search=Lasioglossum+weemsi,,
Y,311,Lasioglossum zephyrum,Dialictus,Halictidae,Halictinae,"ground nesting, eusocial",,,"Rhus glabra @ AMNH_BEE (1)
Rhus trilobata @ AMNH_BEE (1)
Zizia aurea @ AMNH_BEE (3)
Apocynum androsaemifolium @ AMNH_BEE (1)
Apocynum @ UCRC_ENT (1)
Asclepias sp @ UCMS_ENT (1)
Asclepias syriaca @ AMNH_BEE (4)
Cynanchum laeve @ UCRC_ENT (2)
Achillea millefolium @ UCMS_ENT (1)
Aster lanceolatus @ AMNH_BEE (26)
Bidens vulgata @ AMNH_BEE (1)
Calendula officinalis @ UCMS_ENT (1)
Erigeron pulchellus @ AMNH_BEE (1)
Euthamia caroliniana @ UCMS_ENT (1)
Hypochaeris radicata @ UCMS_ENT (1)
Leucanthemum vulgare @ UCMS_ENT (1)
Pluchea odorata @ UCMS_ENT (2)
Solidago canadensis @ AMNH_BEE (2)
Solidago gigantea @ AMNH_BEE (1)
Solidago tenuifolia @ UCMS_ENT (1)
Solidago @ AMNH_BEE (4)
Symphyotrichum laeve @ AMNH_BEE (1)
Symphyotrichum lanceolatum @ AMNH_BEE (1)
Taraxacum campylodes @ UCMS_ENT (1)
Taraxacum officinale @ AMNH_BEE (5)
Campsis @ UCRC_ENT (1) Hydrophyllum fendleri @ AMNH_BEE (4)
Hydrophyllum virginianum @ AMNH_BEE (4)
Hydrophyllum @ AMNH_BEE (1)
Brassica rapa @ UCMS_ENT (1)
Capsella bursa-pastoris @ AMNH_BEE (1)
Cardamine concatenata @ CUIC_ENT (1)
Buxus sp @ UCMS_ENT (1)
 Canna @ AMNH_BEE (1)
Peritoma serrulata @ AMNH_BEE (2)
Convolvulus sepium @ AMNH_BEE (2)
Medicago sativa @ AMNH_BEE (1)
Trifolium repens @ AMNH_BEE (1)
Vicia sativa @ AMNH_BEE (1)
Nepeta cataria @ UCMS_ENT (1)
Physostegia parviflora @ AMNH_BEE (4)
Malva rotundifolia @ AMNH_BEE (1)
Ligustrum vulgare @ UCMS_ENT (1)
 Galinsoga sp @ UCMS_ENT (1)
Clematis terniflora @ AMNH_BEE (10)
Clematis virginiana @ AMNH_BEE (2)
Clematis @ AMNH_BEE (4)
Fragaria virginiana @ AMNH_BEE (1)
Prunus armeniaca @ AMNH_BEE (1)
Prunus @ AMNH_BEE (1)
Rubus deliciosus @ AMNH_BEE (1)
 Salix alba @ AMNH_BEE (1)
Salix @ AMNH_BEE (9)
 Verbena urticaefolia @ AMNH_BEE (3)
cucurbit @ NLA (25)",https://www.discoverlife.org/mp/20o?search=Lasioglossum+zephyrum,,
Y,312,Lasioglossum zonulum,Leuchalictus,Halictidae,Halictinae,"ground nesting, solitary",non-native, introduced from Eurasia,"Sheffield et al. 2011a; McGinley, 1981",--,--,
Y,313,Sphecodes aroniae,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,314,Sphecodes atlantis,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,315,Sphecodes autumnalis,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,316,Sphecodes banksii,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,317,Sphecodes clematidis,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,318,Sphecodes confertus,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,319,Sphecodes coronus,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,320,Sphecodes cressonii,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,321,Sphecodes davisii,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,322,Sphecodes dichrous,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,323,Sphecodes fattigi,none,Halictidae,Halictinae,cleptoparasitic,rare,Giles & Ascher 2006,--,--,,
Y,324,Sphecodes galerus,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,325,Sphecodes heraclei,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,326,Sphecodes illinoensis,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,327,Sphecodes johnsonii,none,Halictidae,Halictinae,cleptoparasitic,rare,Giles & Ascher 2006,--,--,,
Y,328,Sphecodes levis,none,Halictidae,Halictinae,cleptoparasitic,rare,Giles & Ascher 2006,--,--,,
Y,329,Sphecodes minor,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,330,Sphecodes pimpinellae,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,331,Sphecodes prosphorus,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,332,Sphecodes ranunculi,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,333,Sphecodes townesi,none,Halictidae,Halictinae,cleptoparasitic,,,--,--,,
Y,334,Dufourea monardae,none,Halictidae,Rophitinae,"ground-nesting, solitary",,,"Cichorium intybus @ BBSL (12)
Amorpha canescens @ BBSL (2)
Monarda fistulosa @ AMNH_BEE (7); BBSL (5); CUIC_ENT (3)
Monarda sp @ BBSL (1)
Nepeta cataria @ BBSL (1)
Fagopyrum esculentum @ BBSL (1)
Rosa sp @ BBSL (2)",https://www.discoverlife.org/mp/20o?search=Dufourea+monardae,,
Y,335,Dufourea novaeangliae,none,Halictidae,Rophitinae,"ground-nesting, solitary",,,"Monarda sp @ BBSL (1)
Lythrum salicaria @ BBSL (11)
Pontederia cordata @ AMNH_BEE (7); BBSL (231); CUIC_ENT (24)
Pontederia sp @ BBSL (8)
Pontederia @ CUIC_ENT (1)",https://www.discoverlife.org/mp/20o?search=Dufourea+novaeangliae,,
Y,336,Anthidiellum notatum,Loyolanthidium,Megachilidae,Megachilinae,"resin bee, solitary",,,--,--,,
Y,337,Anthidium manicatum,Anthidium,Megachilidae,Megachilinae,"wool carder bee, solitary",non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--,
Y,338,Anthidium oblongatum,Proanthidium,Megachilidae,Megachilinae,"wool carder bee, solitary",non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--,
Y,339,Chelostoma campanularum,Foveosmia,Megachilidae,Megachilinae,"stem-nesting, solitary",non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--,
Y,340,Chelostoma philadelphi,Prochelostoma,Megachilidae,Megachilinae,"stem-nesting, solitary",,,--,--,,
Y,341,Chelostoma rapunculi,Gyrodromella,Megachilidae,Megachilinae,"stem-nesting, solitary",non-native, introduced from Eurasia,Sheffield et al. 2011a,--,--,
Y,342,Coelioxys alternata,Synocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,343,Coelioxys funeraria,Boreocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,344,Coelioxys germana,Glyptocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
Y,345,Coelioxys hunteri,Synocoelioxys,Megachilidae,Megachilinae,cleptoparasitic,,,--,--,,
